Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV34,OUT046,1258.2246636633417
FDS59,OUT049,1901.8137581308229
NCW17,OUT017,2135.0117655196264
NCK54,OUT046,1862.9916056598531
FDG17,OUT019,2009.4874796292197
FDG35,OUT017,2910.4212228007586
FDD08,OUT010,-1259.543428742126
NCO07,OUT017,3432.026931631354
FDJ10,OUT010,372.8464950367221
FDW36,OUT017,1784.118714475635
FDW21,OUT010,-223.51296927750127
FDY19,OUT017,2005.1447058055787
DRE03,OUT013,815.9926183473942
NCC55,OUT049,723.708612521139
FDH52,OUT010,-820.0698029739365
FDO09,OUT017,4309.769080173648
FDU43,OUT045,3760.307290118348
FDX09,OUT010,863.7508225466477
FDH40,OUT019,-512.8931836189197
FDW58,OUT017,1801.1289746366328
FDC47,OUT017,3687.385249866663
NCR41,OUT035,1655.1496681680983
DRG49,OUT035,3994.8452017451386
FDC52,OUT027,3933.1610800433587
FDY13,OUT046,1227.553684466483
FDY35,OUT013,828.4817148634356
FDI35,OUT017,2996.209037822354
NCU18,OUT049,2331.8088317195334
FDY33,OUT018,2284.2577883884387
FDC15,OUT027,3937.2420686485034
FDU01,OUT049,3112.3734863465656
NCU42,OUT046,2679.1376797606504
NCV29,OUT018,2528.1908164082142
NCY30,OUT017,2989.1559901184582
FDQ46,OUT049,1893.799508309888
FDG58,OUT027,3940.1737625356213
FDK33,OUT017,3492.6239433701926
NCD07,OUT045,1765.0912826400076
NCX29,OUT027,3723.8643244314467
NCT42,OUT013,2379.037169609258
DRN59,OUT035,902.5885630878297
FDI44,OUT035,1426.4363328519964
FDA45,OUT049,2910.912419898698
FDP31,OUT045,1035.5470597610374
FDY01,OUT046,1871.0243759427458
FDT09,OUT018,1902.784922031903
DRH03,OUT027,2975.467899769793
FDA36,OUT018,2700.2573003891066
NCF31,OUT017,2524.5882536807662
FDG14,OUT049,2555.892168455735
FDG28,OUT027,5374.84095990791
FDU14,OUT049,4055.7453487641255
FDY47,OUT019,242.9339422851324
FDI56,OUT049,1557.8601124388133
DRD01,OUT013,995.6992467989726
FDM22,OUT046,959.8487735827409
FDH33,OUT013,736.1627846142337
DRZ24,OUT013,1913.7086554990328
NCQ38,OUT046,1680.0562201749012
FDO16,OUT027,2828.346662891795
FDU07,OUT027,3833.302832454325
NCB07,OUT013,3086.222966978769
FDU48,OUT045,2049.667525353852
NCM43,OUT045,2542.4072021156667
FDR31,OUT010,434.7332947795845
DRK49,OUT018,413.0917371991543
NCI30,OUT010,1922.4511373946161
DRD60,OUT017,2971.524945816103
NCG19,OUT046,3675.598087634498
FDH12,OUT035,1833.9667214338956
FDM32,OUT035,1640.3308892189575
FDM27,OUT035,2654.3137964682783
NCU53,OUT027,4066.432181446368
NCQ18,OUT046,1559.7574158493576
FDS10,OUT013,2884.1457821764534
FDB33,OUT027,3970.4482073198665
FDI12,OUT013,1461.22406542905
NCW42,OUT013,3509.2583375640857
NCC06,OUT018,1764.6574866745723
FDW02,OUT017,2169.064807038855
NCD43,OUT017,1768.4314086560785
FDM57,OUT018,1113.814310059777
FDA58,OUT017,3840.2550355551516
FDK56,OUT046,2926.9207196666366
FDP52,OUT045,3631.2887273066535
FDW20,OUT018,1720.8988342763687
FDS52,OUT049,1732.086593214884
NCT29,OUT018,1619.8062872985456
NCL54,OUT013,2806.4631230848604
FDC05,OUT045,3110.8987643937976
FDF34,OUT035,3318.5018542133466
FDP03,OUT027,3488.854673120418
FDD32,OUT010,-513.8552780922973
FDZ10,OUT045,1979.6324271688636
FDZ40,OUT035,1051.7944663409014
FDD51,OUT018,452.624531720523
NCY30,OUT019,937.9641670647495
FDP58,OUT017,3538.8272061441185
FDV49,OUT017,4283.717130815496
FDY24,OUT019,-1010.9724007421988
NCO55,OUT017,1797.4164589307998
FDR13,OUT017,2027.6414243316485
FDS51,OUT017,1135.4893667630408
FDP26,OUT045,1605.2409345763365
NCB54,OUT027,3496.0950299569754
FDF32,OUT017,3229.710347444563
FDN31,OUT018,2724.1758511969892
DRM48,OUT017,698.4661365903332
FDN20,OUT049,2795.6338401278676
DRL01,OUT046,3709.8514577742767
FDV56,OUT049,1878.8162153312942
DRH13,OUT027,3178.985423949842
FDA03,OUT017,2474.6790935250947
FDF47,OUT027,4986.442854701059
FDX32,OUT046,2372.965230372769
FDX57,OUT049,1704.351389244193
NCA30,OUT045,2915.0534326631905
FDO49,OUT013,906.5563969789694
FDL04,OUT019,-224.0539907084687
DRM48,OUT035,758.0501041040523
FDR16,OUT013,3426.9483533988755
NCC19,OUT018,2745.7311182975923
NCE42,OUT045,3639.129638454392
FDY24,OUT017,1044.9309998186413
FDH19,OUT049,2894.1184936486266
FDJ46,OUT013,2792.874792784708
FDN45,OUT010,1616.0934131817953
FDY08,OUT035,2400.9567082008534
FDZ37,OUT035,1603.2197114892265
NCT30,OUT045,697.6324065240096
DRY23,OUT018,451.36724605278437
NCZ30,OUT018,1656.9234802886062
FDC44,OUT018,1523.6888235002293
FDB45,OUT035,1841.5870987261846
FDY04,OUT013,2676.735660283419
FDM27,OUT046,2554.420339219385
FDZ43,OUT017,3959.797593351535
FDT39,OUT019,564.5922284731405
NCC06,OUT019,115.23375455538235
FDL15,OUT027,3903.608155121076
FDL57,OUT017,4210.938144437521
FDU08,OUT046,1603.5908622919383
FDK40,OUT017,4280.922225545286
FDQ12,OUT010,1715.49149320375
FDS48,OUT017,2523.2555024032254
FDP09,OUT045,3298.1283074589237
FDW21,OUT049,1752.351259991391
FDY25,OUT035,3028.2132882036444
DRE13,OUT017,1485.6433655816184
FDV43,OUT019,-1182.4523647751084
FDD22,OUT045,1723.0950773796144
FDM46,OUT019,-435.9208966814151
NCO30,OUT010,1007.9368801518604
FDM25,OUT046,2805.8314258087876
NCN41,OUT049,2043.6512931503298
FDU24,OUT045,1469.1456564126754
FDZ50,OUT046,2957.317331113354
FDP45,OUT013,4052.0270685750215
NCM54,OUT045,1929.7763780259306
FDW10,OUT019,883.0419127019059
FDP20,OUT017,2157.524762711613
FDK32,OUT046,2455.2699658167676
FDN52,OUT049,1549.461687365348
FDM58,OUT045,1762.7008944707054
FDZ46,OUT027,3233.7237653711773
NCA18,OUT018,1579.6136286336127
FDD35,OUT046,1963.8815496021725
NCK31,OUT035,953.9992722982449
FDI40,OUT027,3103.412079052001
FDT50,OUT019,-296.108498362378
NCT06,OUT046,2601.0600239660303
FDT31,OUT035,3138.562894461341
FDT45,OUT049,985.2205726024868
FDT13,OUT045,2912.933199167442
FDO50,OUT045,1404.6567304281723
NCU18,OUT010,307.32179831582823
NCR54,OUT049,3159.111276554344
NCO18,OUT018,2537.1576467874183
FDU09,OUT045,909.1350376268426
FDT13,OUT018,2710.5242110183226
FDE09,OUT046,1815.0763963543964
NCK53,OUT019,-287.5352714967176
FDG45,OUT049,3468.948734857932
DRH15,OUT035,879.2628015737764
FDO21,OUT019,1704.9918521483205
FDD14,OUT027,4354.319195817556
FDC09,OUT046,1708.2393704891888
FDH45,OUT027,2217.072962705221
FDV32,OUT046,1066.9167293372923
FDG12,OUT035,2111.468993207415
FDS32,OUT013,2321.1254191639023
NCL55,OUT018,3663.083508982209
DRE01,OUT035,3954.917594521065
DRE15,OUT049,1349.2641649725908
NCL42,OUT045,3811.8838628311582
FDP31,OUT013,1108.166954263771
FDN33,OUT018,1267.7203349638673
FDZ59,OUT046,2657.7102453716852
FDE45,OUT010,923.4813349646497
FDJ07,OUT013,1943.9144504032838
FDQ45,OUT018,2706.1462454463026
FDM33,OUT027,4915.43584090231
FDO15,OUT010,-619.3098279375026
FDM46,OUT013,1509.8523879447837
FDR03,OUT045,3245.6975531832363
FDY49,OUT018,2425.379712577432
FDQ60,OUT045,1872.3699082907483
FDW10,OUT049,2897.2838864423634
FDO51,OUT049,898.0538328004122
FDJ40,OUT018,1520.8272705585282
FDS20,OUT018,2620.516759593803
FDU45,OUT013,1888.4549817596876
FDV02,OUT035,2840.807663946512
FDN09,OUT046,3835.463806677861
NCM55,OUT027,4386.451962968396
FDN23,OUT018,2072.8532350849805
FDY31,OUT010,406.43893396098576
FDW03,OUT010,-145.6917968038365
FDD14,OUT046,2891.1514823792795
FDV23,OUT017,2110.244972612931
DRI03,OUT045,2718.028311108612
FDN13,OUT035,1731.207040508095
FDF45,OUT027,2493.867414226576
FDU46,OUT035,1618.0818542651755
FDB57,OUT049,3668.4720667700944
FDV12,OUT049,1749.5972068835777
FDQ58,OUT013,2452.685868648235
NCA18,OUT017,1941.0925357747824
FDH52,OUT049,1157.198576398576
FDM24,OUT018,2157.458589132773
NCP43,OUT027,4308.237650113864
NCO18,OUT019,889.6627696524872
FDM32,OUT017,1591.7512190444668
NCL07,OUT017,733.1371092006582
FDK03,OUT013,4070.142848668385
FDP59,OUT017,1798.092391870272
FDQ24,OUT049,4055.5563050730193
FDQ16,OUT018,1493.385740435532
FDU44,OUT013,2633.321021460684
FDH28,OUT010,-1232.0596180343937
FDV28,OUT019,-1281.5486687987154
FDM22,OUT045,876.6989227471176
FDR56,OUT046,3144.2992363250833
FDV39,OUT049,3231.9210530279092
FDU37,OUT019,-563.4505752800367
FDQ11,OUT010,2181.7811458677465
FDX02,OUT045,3471.209494383649
NCS42,OUT018,1195.075437238565
FDY57,OUT027,3013.3169898444066
FDB21,OUT049,3902.235903468801
FDE28,OUT017,3766.432171959999
FDQ55,OUT017,1978.7227645037924
FDA48,OUT049,3609.7102690396637
FDZ19,OUT045,2698.3970468937696
NCC43,OUT045,3884.331332284532
NCV18,OUT046,1297.741857391686
NCA42,OUT018,2237.4265365110546
FDY45,OUT046,4055.9856211985275
NCC30,OUT045,2754.021254277235
FDM57,OUT013,1458.8153000456132
FDL09,OUT010,754.6842459592262
FDB09,OUT027,3453.8589508428804
FDT44,OUT035,2045.176263247989
NCT06,OUT027,4043.8697917405248
FDX26,OUT049,3004.5532948272053
FDK32,OUT013,2517.3904936261315
DRA12,OUT046,2272.1662867793502
FDO46,OUT010,1123.6118363601572
FDE52,OUT013,1488.2350454232387
NCH42,OUT045,3550.969911736104
FDV08,OUT035,866.270512362827
FDB47,OUT018,3059.0131823381803
FDC28,OUT010,-136.09618833346053
FDD22,OUT046,1822.2135409570142
FDS07,OUT027,3296.172387337834
DRI13,OUT045,3360.321698231877
FDG32,OUT018,3228.299139086992
FDU14,OUT017,4063.406141450447
FDD28,OUT019,-923.5497347635956
NCP41,OUT017,1850.3888216594496
FDS08,OUT049,2881.9821293802756
FDX47,OUT045,2490.7055084160033
FDC53,OUT019,-259.06516250456707
FDQ19,OUT035,4008.1675641419665
FDL14,OUT045,2450.3200558644508
FDM33,OUT019,1589.666790692738
FDA51,OUT045,1774.07981967889
FDZ27,OUT018,550.2762188367826
FDT04,OUT046,693.4131632371382
DRC13,OUT049,2130.8230243435787
FDR16,OUT027,4883.917967192485
FDQ03,OUT027,5224.309488184659
FDE38,OUT035,2818.7518924842666
DRH23,OUT027,2359.7483965366646
FDT11,OUT019,1133.1231838488638
FDD09,OUT035,3009.130985913636
FDR40,OUT045,1321.019047711123
FDX07,OUT017,3068.8588205813867
FDR07,OUT035,1710.9697034154833
FDA51,OUT017,1961.0487481059317
FDT59,OUT019,1757.9019081085726
FDF20,OUT017,3205.023511167151
FDR13,OUT045,1828.122540658258
FDY26,OUT049,3476.925959349884
FDW04,OUT017,2226.4090489088685
FDK52,OUT017,3690.3295343436953
FDN60,OUT049,2595.8677105459496
FDM09,OUT019,849.4864752339709
FDP46,OUT049,1522.6359289810225
FDB50,OUT019,-643.6555386991937
NCQ29,OUT049,4147.252192487667
FDP16,OUT027,5333.360022537579
FDX33,OUT018,2320.7465864255114
FDP07,OUT010,1187.0848832055503
FDN22,OUT046,3993.3541557965277
FDF39,OUT049,4279.930636462155
FDS21,OUT017,1159.4809683954022
NCM42,OUT013,1738.231542240349
FDK50,OUT019,714.3897598073954
DRF13,OUT027,3787.815581629445
FDH35,OUT018,2334.9986685771337
FDP60,OUT018,1333.3510276311852
DRJ49,OUT027,3530.0853726436826
NCT42,OUT019,451.8899253061379
FDE38,OUT049,2770.2677662244655
FDI04,OUT049,3287.5607674131393
NCH54,OUT045,2418.5300686926134
FDT56,OUT049,1105.0737230681154
DRD15,OUT018,3383.5352169494154
FDV58,OUT013,3095.5326707861022
FDP21,OUT049,3117.823179421742
FDH05,OUT013,3748.6271760290824
FDR10,OUT027,4035.641398302481
NCP06,OUT045,2294.290251634283
FDF33,OUT049,1822.8627751152335
DRK37,OUT013,3011.318797635896
DRH49,OUT045,1295.6974747679967
FDT58,OUT013,2691.895255805221
FDD41,OUT018,1443.2314090217508
FDP40,OUT018,1548.2692699047934
FDM51,OUT027,3142.2543570193293
FDO45,OUT010,-463.73832219078264
FDW33,OUT010,-214.0668307369765
FDY24,OUT045,862.7350126393774
FDB10,OUT010,1835.6224454151657
FDM40,OUT035,2388.616158479098
NCI06,OUT017,2952.721242484196
FDW12,OUT019,443.1137552422115
FDX48,OUT027,3967.3249714438048
NCW05,OUT027,3131.007311017043
FDX27,OUT017,1674.9050986527036
DRM37,OUT045,3053.5216583518936
FDA38,OUT045,3758.016838625575
FDR36,OUT046,712.5612316007921
FDZ45,OUT046,3152.349009961761
FDG05,OUT017,2665.3625531998377
FDK28,OUT013,4113.032978283065
FDV47,OUT045,1328.5520324589502
FDN21,OUT045,2486.751895443498
FDP20,OUT027,3493.7088498596013
FDI35,OUT045,2824.6997069041277
DRY23,OUT013,780.8477136143651
FDA56,OUT017,2085.0198332738196
FDB09,OUT013,2009.374571855437
NCO26,OUT027,3305.49295922406
FDQ49,OUT018,2266.2696573387657
FDI52,OUT027,3406.533700072733
FDZ44,OUT027,3343.7785384307854
FDZ09,OUT018,2332.1490847777127
FDY03,OUT049,1956.5990170312257
NCG42,OUT017,2161.9317164177082
DRI13,OUT027,4895.974230960748
FDQ32,OUT013,2091.246701399389
FDW16,OUT035,1666.5567056350292
FDU27,OUT046,810.8426352934027
FDR28,OUT010,729.5792564788039
FDQ49,OUT010,652.442203818669
FDS37,OUT046,1873.9210629260365
FDW26,OUT018,3245.7699484475625
FDX12,OUT018,3584.3855110495656
NCP06,OUT013,2413.501602364355
FDW45,OUT010,409.82260073234477
NCN30,OUT049,1610.4745143413254
FDN24,OUT049,973.1949796112415
NCL41,OUT027,1998.1944109247406
FDR02,OUT019,-123.11261037343337
FDD09,OUT010,970.6661428797051
FDS33,OUT010,-470.79761009673035
FDU22,OUT045,1846.7310477019955
FDI53,OUT013,2645.38679019449
DRH01,OUT049,2868.60535444509
FDX32,OUT013,2349.539912298415
NCP30,OUT018,381.3167339244246
FDB60,OUT045,3047.474258353031
FDB14,OUT049,1644.3691287913095
NCP02,OUT035,1083.7506714584529
FDJ10,OUT017,2375.0678324768596
FDG34,OUT046,1827.257442280475
NCB18,OUT017,1507.3580207606349
FDM16,OUT049,1360.7005349014098
FDW25,OUT018,1097.901937864768
FDB35,OUT010,-397.16640983983643
DRN11,OUT013,2282.1281515931714
FDF41,OUT019,1994.3473010112693
FDH16,OUT045,1366.5419216852981
NCQ50,OUT018,3067.9974892264618
DRH23,OUT018,633.8441681359755
DRJ37,OUT013,2438.6469453138934
DRJ24,OUT027,4358.754109111656
FDY16,OUT035,3093.7515409758985
FDQ27,OUT045,1674.6006023151322
FDZ33,OUT045,2294.7040843183104
FDF29,OUT045,2086.474325418455
FDA08,OUT049,2740.3630602045846
FDG31,OUT046,1079.562357168859
FDE34,OUT019,1011.8292753619553
NCR30,OUT027,2629.061322869094
FDV33,OUT035,4269.545535215164
DRZ24,OUT018,1636.852935857372
NCL54,OUT035,2871.5821908510884
FDR12,OUT049,2895.610654887932
NCC54,OUT046,3788.3209945643453
DRN59,OUT013,790.9358126028446
FDX50,OUT019,-129.78136544868897
FDV31,OUT027,4277.521417679542
NCA29,OUT027,4178.835090872195
FDW60,OUT049,2960.205165595997
FDX08,OUT017,3010.61047982682
DRD49,OUT013,3731.077637683217
FDD33,OUT046,3648.347898282751
FDW35,OUT013,759.8309061494647
FDJ36,OUT017,1792.9292997629382
FDV51,OUT035,2799.718493537585
FDW36,OUT046,1717.943626346043
FDH35,OUT046,2631.860633264606
NCS30,OUT027,3513.8297207886985
FDN49,OUT017,787.4212821323956
FDL08,OUT018,3613.647048729386
FDI09,OUT013,3853.90634684519
FDP19,OUT018,1774.0750113313366
FDU21,OUT010,-1307.2199248909756
NCP41,OUT045,1649.3046769321966
FDY10,OUT013,1846.4926534358588
FDP12,OUT018,393.86566096689467
NCN26,OUT049,1942.9396449273745
FDK44,OUT013,2793.02804731983
FDC28,OUT049,1857.1571950021103
FDJ41,OUT027,5614.782391991896
NCT29,OUT035,2098.3605124725973
NCH42,OUT019,1692.9357859361667
FDU60,OUT018,2425.940023693422
FDS02,OUT045,3021.4592163653533
FDC51,OUT046,2028.129132153218
FDU03,OUT013,2968.1525342923183
FDX39,OUT045,3331.167889094942
NCY05,OUT010,-1312.6885268389055
NCL06,OUT027,5524.998954267641
FDD32,OUT035,1495.8818610977373
NCN41,OUT045,1876.684819909617
NCX53,OUT049,2341.6840747709966
FDU57,OUT019,521.2896654220358
FDQ23,OUT046,1687.0214721686812
FDQ52,OUT045,3854.5670636044783
FDC14,OUT045,663.4603075181087
FDY09,OUT035,2963.3832620893522
FDQ28,OUT045,2468.7499695651845
FDV25,OUT046,3502.6674502868236
FDJ07,OUT035,2023.0428196346306
DRB25,OUT049,1790.7157814032507
FDK52,OUT019,1658.6400016459156
FDY52,OUT027,2505.350549309859
FDB28,OUT046,3131.5278558721357
FDT36,OUT035,755.9762030719667
FDV25,OUT017,3623.300231487873
NCN07,OUT027,3518.2719997330373
FDC57,OUT017,3214.2953638480203
FDQ03,OUT018,3504.803616365673
FDU23,OUT017,2772.5819223426056
NCX41,OUT035,3494.1198807003266
NCD06,OUT035,895.6216712995199
FDW08,OUT045,1634.4882970675087
NCU29,OUT017,2400.7208022487416
NCE06,OUT013,2561.570682745328
FDV52,OUT010,-2.612992696254423
FDB02,OUT017,2960.679196414131
NCR18,OUT045,641.185206985735
FDK16,OUT049,1616.0301247611758
NCQ29,OUT010,2123.579115506838
FDZ01,OUT019,-169.86156563561934
FDW27,OUT035,2670.4097844609696
FDD17,OUT018,3490.8975279920683
FDW39,OUT013,2886.437414107127
DRH59,OUT045,1107.2240946987827
FDS52,OUT013,1685.8710718272946
FDU40,OUT027,4553.968295929351
NCF54,OUT013,2768.024733545834
FDH46,OUT045,1638.465323161957
NCP14,OUT049,1731.731420812714
FDH50,OUT049,3064.2593971447027
DRF15,OUT010,524.6417387515702
FDV27,OUT027,2918.0593265392426
NCJ06,OUT049,2005.5476019198582
FDN02,OUT018,2977.7761064499955
FDQ51,OUT049,924.6078905147956
FDQ07,OUT017,3665.4685912300697
FDS45,OUT049,1842.601963360597
NCJ06,OUT045,1855.6938894969453
FDD36,OUT035,2037.190731392247
FDY25,OUT045,2839.212750543965
FDU52,OUT046,2470.872069752718
DRK47,OUT017,3679.7084895199982
NCL30,OUT017,2136.9605612877967
FDN22,OUT035,4148.601806468452
