Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU58,OUT013,3106.1578877126617
FDY27,OUT017,2915.447713772109
FDV56,OUT035,1653.73561709991
FDT59,OUT046,3823.3704782591562
FDB23,OUT046,3761.0413125898103
FDR49,OUT045,759.9409611813658
FDB03,OUT010,609.1690773107133
FDN39,OUT045,2607.318057234549
FDX02,OUT027,5837.811376237003
FDQ16,OUT027,2601.1033417743165
FDU35,OUT018,1556.167415935451
NCT29,OUT013,2016.4499777844446
FDZ27,OUT046,763.9510923570824
FDN57,OUT017,2047.8557001375223
FDA03,OUT018,2373.834008658859
FDZ36,OUT045,3093.433060468799
NCU05,OUT013,1303.042889156396
FDT39,OUT018,2344.744592876807
FDK60,OUT017,1556.6760110872754
FDZ25,OUT017,2793.233074502335
FDG12,OUT046,2079.86376387819
DRB01,OUT019,484.1007953442358
NCC43,OUT027,6233.692252306579
FDX13,OUT019,572.0291768206473
FDM22,OUT049,828.5932513647049
FDJ03,OUT027,1214.702184779502
FDU14,OUT018,3659.563894407695
FDB33,OUT010,368.5301065765693
FDP27,OUT046,3118.0590688569687
FDO38,OUT010,177.098847949003
FDE28,OUT027,6229.571874754158
FDO27,OUT035,1527.227736731609
DRL23,OUT027,2596.7095007210155
FDS28,OUT046,855.7158411794559
FDX24,OUT013,1449.2007317666303
FDZ02,OUT035,1554.7502416861516
FDL46,OUT045,1925.8234153969142
FDS60,OUT027,4834.123059423057
NCO06,OUT017,602.0399241047223
FDO16,OUT035,1357.5332210983063
FDC60,OUT049,1361.9134425319603
FDA48,OUT018,3374.0233638347127
FDZ36,OUT027,5145.712675340423
FDK27,OUT045,2045.3779811996144
FDW23,OUT018,601.0194600141674
FDM14,OUT018,1681.8428035255688
FDM14,OUT013,1651.014918342716
FDW60,OUT018,2833.2821815062925
FDE21,OUT013,1970.7448280665337
NCM42,OUT035,1656.595721043087
FDY59,OUT010,211.35983051911083
DRI49,OUT049,1313.0673721783733
FDT28,OUT019,339.53435087597194
FDQ22,OUT018,599.7090523981765
FDR60,OUT049,1265.7441362501156
FDC50,OUT019,239.80991585115515
FDV24,OUT013,2411.7987692371767
DRF48,OUT010,477.3950262564496
FDQ47,OUT046,612.0262590295329
DRN36,OUT049,1552.2574951772008
NCY06,OUT035,2025.7042456275472
FDE52,OUT035,1385.0838578585856
NCB54,OUT045,2017.5606118556027
NCF31,OUT035,2502.039901249955
FDJ08,OUT027,5175.874204870922
NCC07,OUT017,1646.4943717128479
NCD19,OUT027,1577.781316213747
FDL46,OUT049,1980.62903088249
FDM20,OUT045,3945.6383934358832
NCI06,OUT010,452.6170642782615
DRM11,OUT035,4177.435521320387
NCH07,OUT018,2425.2944188375523
FDS23,OUT013,2041.1400132228136
FDO49,OUT018,750.9592718450099
FDS35,OUT049,1061.8986691247505
DRK39,OUT045,1330.144907719318
DRI39,OUT049,855.8954905327829
FDV04,OUT017,2534.174868465631
NCN14,OUT035,3082.0276567207516
FDH08,OUT013,3844.8097815385595
FDS20,OUT046,3139.815897783151
FDV40,OUT049,1156.817319761929
FDZ48,OUT010,240.05880597297218
FDS24,OUT027,2401.844657118837
FDK44,OUT049,2870.461476629702
FDS48,OUT045,2515.8380137294907
FDK26,OUT010,492.57596947487
FDD23,OUT045,3078.9649898874286
NCH54,OUT017,2601.4640520294774
NCP14,OUT010,218.39476017269698
FDM60,OUT010,92.03393627764001
FDV24,OUT017,2460.6735891167727
FDH08,OUT018,3341.284796535936
FDS12,OUT027,3313.723912150645
FDR39,OUT027,4905.253620243128
FDP12,OUT027,1137.145492358938
DRF60,OUT027,6295.95209418251
FDC09,OUT035,1646.4943717128479
FDF50,OUT018,3005.987177128294
FDG28,OUT035,3968.211929492681
NCE19,OUT017,849.0618423716318
NCM53,OUT010,236.01929579735807
NCN18,OUT049,1735.652706052168
FDF32,OUT035,3109.128934692737
FDF11,OUT013,3975.7523365636175
DRI59,OUT049,3811.432770771443
NCG54,OUT035,2784.1714565392713
FDM44,OUT046,1646.4943717128479
FDT57,OUT018,3424.711357215492
FDV24,OUT046,2440.2398428184165
FDI50,OUT019,567.2621047948992
FDS09,OUT035,779.8941424403376
NCC31,OUT027,3948.0610714025847
FDQ07,OUT019,587.9184918447983
FDC22,OUT017,3107.925386925966
FDZ56,OUT046,2782.3909100996084
FDZ40,OUT019,166.02615718460748
FDS46,OUT027,3170.733591139487
DRD24,OUT045,2071.0313379438603
FDV45,OUT017,3094.8716136461812
FDL26,OUT045,2518.163536972892
FDA56,OUT018,1939.8439015893339
FDN27,OUT046,1973.7876537508146
FDM20,OUT049,3944.076631590818
FDO16,OUT017,1330.4212355946886
FDL03,OUT035,3062.161815506666
FDE58,OUT046,1958.6939884206472
FDI02,OUT027,3178.2454945863574
NCC55,OUT019,92.03393627764001
FDR03,OUT018,3069.236014449645
FDB14,OUT017,1453.9345698546688
FDR45,OUT013,3995.208912191672
NCN07,OUT017,2049.3253546522988
FDM51,OUT019,249.68045965742888
FDT52,OUT027,6295.95209418251
FDL26,OUT046,2497.7297906745353
NCZ42,OUT046,3952.7169547289113
DRI47,OUT019,351.58289569723945
FDW40,OUT013,2084.3997751191473
FDN34,OUT046,2768.8422937223268
FDS01,OUT035,2965.305116765729
NCG55,OUT045,1938.6038707092057
FDC11,OUT035,1362.3681451852763
FDX35,OUT018,3406.4227499118756
NCB06,OUT046,2558.4987930307966
FDR09,OUT019,594.9024808416816
FDC53,OUT017,1554.6628717564308
FDY45,OUT013,4176.033094145897
FDA22,OUT010,402.8872202709081
FDE02,OUT035,1524.3676327884323
FDW21,OUT045,1646.8583120150736
FDV34,OUT046,1136.768724625236
FDS59,OUT049,1651.295871973994
NCW17,OUT017,2062.69499928283
NCK54,OUT046,1969.2636181846867
FDG17,OUT019,567.4207522978099
FDG35,OUT017,2859.34737865078
FDD08,OUT010,92.03393627764001
NCO07,OUT017,3660.4647175645237
FDJ10,OUT010,278.2497917051519
FDW36,OUT017,1646.4943717128479
FDW21,OUT010,218.84239635304584
FDY19,OUT017,1956.5085930305825
DRE03,OUT013,759.552002413694
NCC55,OUT049,617.6361476538183
FDH52,OUT010,168.18177431453816
FDO09,OUT017,4097.860879269141
FDU43,OUT045,3924.009913838548
FDX09,OUT010,430.71733045351124
FDH40,OUT019,219.01149385259265
FDW58,OUT017,1646.4943717128479
FDC47,OUT017,3818.028713347875
NCR41,OUT035,1513.8722374390118
DRG49,OUT035,3963.645418640788
FDC52,OUT027,3932.061942965461
FDY13,OUT046,1150.8765334616132
FDY35,OUT013,627.3783991683642
FDI35,OUT017,3111.24289059466
NCU18,OUT049,2106.790129453289
FDY33,OUT018,2440.0744490981215
FDC15,OUT027,4034.5100267352905
FDU01,OUT049,3036.4918101819458
NCU42,OUT046,2798.0939162330446
NCV29,OUT018,2854.483203524788
NCY30,OUT017,3052.876608684087
FDQ46,OUT049,1761.598643761287
FDG58,OUT027,3866.2135015000486
FDK33,OUT017,3639.878745241887
NCD07,OUT045,1920.8497991068164
NCX29,OUT027,3824.0278447060928
NCT42,OUT013,2421.6303884380573
DRN59,OUT035,759.9409611813658
FDI44,OUT035,1284.8088477499105
FDA45,OUT049,2860.248609702285
FDP31,OUT045,1071.0704525292356
FDY01,OUT046,1963.5020770610615
FDT09,OUT018,1955.1579300466828
DRH03,OUT027,2527.730412604135
FDA36,OUT018,2959.19328863832
NCF31,OUT017,2482.5720984253157
FDG14,OUT049,2458.8964755633097
FDG28,OUT027,6282.211448711396
FDU14,OUT049,4082.402371202889
FDY47,OUT019,293.9804332652612
FDI56,OUT049,1382.7485664089309
DRD01,OUT013,842.8344822083977
FDM22,OUT046,853.6884633029015
FDH33,OUT013,616.0498315230682
DRZ24,OUT013,1954.9813120862586
NCQ38,OUT046,1646.4943717128479
FDO16,OUT027,2288.4147915700355
FDU07,OUT027,3849.52789515481
NCB07,OUT013,3029.0204977931303
FDU48,OUT045,2026.277328346584
NCM43,OUT045,2665.4986526120174
FDR31,OUT010,362.0727815271221
DRK49,OUT018,601.3635811475532
NCI30,OUT010,610.4029040668695
DRD60,OUT017,3072.5059379992085
NCG19,OUT046,3774.9618488626966
FDH12,OUT035,1646.4943717128479
FDM32,OUT035,1444.8568497634226
FDM27,OUT035,2537.449488790288
NCU53,OUT027,4262.834053835631
NCQ18,OUT046,1592.9076072764415
FDS10,OUT013,2943.3048184591753
FDB33,OUT027,4137.606030752979
FDI12,OUT013,1355.333966556025
NCW42,OUT013,3732.2477361722995
NCC06,OUT018,1938.9832111939486
FDW02,OUT017,2038.8045379502007
NCD43,OUT017,1646.4943717128479
FDM57,OUT018,1352.4867884162784
FDA58,OUT017,3821.883325277394
FDK56,OUT046,3113.6083071925577
FDP52,OUT045,3831.328002445995
FDW20,OUT018,1938.2251296724414
FDS52,OUT049,1633.2299802371645
NCT29,OUT018,1887.98939651081
NCL54,OUT013,2905.3427583743305
FDC05,OUT045,3062.224296810214
FDF34,OUT035,3050.9095999636074
FDP03,OUT027,3263.722805032963
FDD32,OUT010,196.57834892669518
FDZ10,OUT045,2017.5606118556027
FDZ40,OUT035,853.6884633029015
FDD51,OUT018,608.0390058671469
NCY30,OUT019,436.13588583131656
FDP58,OUT017,3645.5086403970736
FDV49,OUT017,4279.641827454165
FDY24,OUT019,144.04025339157783
NCO55,OUT017,1649.4467566526573
FDR13,OUT017,1951.9845574644546
FDS51,OUT017,960.729448152872
FDP26,OUT045,1646.4943717128479
NCB54,OUT027,3318.144128787657
FDF32,OUT017,3078.1309205689668
FDN31,OUT018,3014.0190881889093
DRM48,OUT017,609.1065838521274
FDN20,OUT049,2771.4633793160306
DRL01,OUT046,3759.949959024802
FDV56,OUT049,1647.0070115267413
DRH13,OUT027,2595.293149648927
FDA03,OUT017,2517.237138484422
FDF47,OUT027,5758.687856590605
FDX32,OUT046,2491.7362731065177
FDX57,OUT049,1549.5878948155687
NCA30,OUT045,3008.031153778614
FDO49,OUT013,761.6769978021489
FDL04,OUT019,250.97702806459193
DRM48,OUT035,613.2829987493948
FDR16,OUT013,3574.550123791185
NCC19,OUT018,3014.005883431106
NCE42,OUT045,3871.919991138034
FDY24,OUT017,849.0618423716318
FDH19,OUT049,2880.304796089032
FDJ46,OUT013,2876.208461739418
FDN45,OUT010,603.6323069191354
FDY08,OUT035,2056.4884355540853
FDZ37,OUT035,1364.836266355559
NCT30,OUT045,763.9510923570824
DRY23,OUT018,604.7990972300761
NCZ30,OUT018,1938.0771228424665
FDC44,OUT018,1811.5897365411304
FDB45,OUT035,1646.4943717128479
FDY04,OUT013,2552.533472465062
FDM27,OUT046,2553.196758326389
FDZ43,OUT017,3983.779265756603
FDT39,OUT019,376.75475176807106
NCC06,OUT019,297.18867011734324
FDL15,OUT027,4033.2165894778423
FDL57,OUT017,4168.884225409562
FDU08,OUT046,1572.8419225837006
FDK40,OUT017,4271.427775764838
FDQ12,OUT010,580.7773826584732
FDS48,OUT017,2519.273690532718
FDP09,OUT045,3646.3570338526088
FDW21,OUT049,1586.4041321829945
FDY25,OUT035,3083.802529098828
DRE13,OUT017,1360.3961870203943
FDV43,OUT019,92.03393627764001
FDD22,OUT045,1761.135923731802
FDM46,OUT019,238.4686275130102
NCO30,OUT010,484.2965342312491
FDM25,OUT046,2885.528713413019
NCN41,OUT049,2040.1563886285155
FDU24,OUT045,1456.7946737978457
FDZ50,OUT046,3123.5377905028417
FDP45,OUT013,4119.642997645769
NCM54,OUT045,2012.4304211250524
FDW10,OUT019,427.12326790615407
FDP20,OUT017,2030.9412986108518
FDK32,OUT046,2491.6993521936365
FDN52,OUT049,1361.195457559667
FDM58,OUT045,1738.092451178084
FDZ46,OUT027,3117.9626666748804
NCA18,OUT018,1804.9614119745838
FDD35,OUT046,2078.096985131323
NCK31,OUT035,766.0760877455373
FDI40,OUT027,2630.370585299242
FDT50,OUT019,242.002035542895
NCT06,OUT046,2605.8124075127785
FDT31,OUT035,3009.9689685716808
FDT45,OUT049,828.5932513647049
FDT13,OUT045,3078.9649898874286
FDO50,OUT045,1389.548747622536
NCU18,OUT010,277.5008098679358
NCR54,OUT049,3134.3992614143085
NCO18,OUT018,2854.483203524788
FDU09,OUT045,851.0892202481862
FDT13,OUT018,3014.0190881889093
FDE09,OUT046,1786.8617536650397
NCK53,OUT019,250.72555512102758
FDG45,OUT049,3619.8315416963615
DRH15,OUT035,672.7770612287836
FDO21,OUT019,558.022760612532
FDD14,OUT027,5128.886525760879
FDC09,OUT046,1646.4943717128479
FDH45,OUT027,1138.1787812417685
FDV32,OUT046,1072.4425481561786
FDG12,OUT035,2017.7042430703032
FDS32,OUT013,2068.2805465005317
NCL55,OUT018,3709.8617410992215
DRE01,OUT035,3895.4103484735465
DRE15,OUT049,1261.794920054415
NCL42,OUT045,3925.6037051740814
FDP31,OUT013,1042.3407145681267
FDN33,OUT018,1422.774896788186
FDZ59,OUT046,2562.396303481189
FDE45,OUT010,427.77375312228776
FDJ07,OUT013,1995.291114465126
FDQ45,OUT018,2956.2437951864918
FDM33,OUT027,5551.743116733376
FDO15,OUT010,175.58849967565973
FDM46,OUT013,1450.117171674364
FDR03,OUT045,3340.401563076444
FDY49,OUT018,2599.496455410933
FDQ60,OUT045,1951.9166722620546
FDW10,OUT049,2846.658157318645
FDO51,OUT049,645.0068932598496
FDJ40,OUT018,1606.881319009331
FDS20,OUT018,3030.2194434371604
FDU45,OUT013,1837.769129187216
FDV02,OUT035,2763.5656733083715
FDN09,OUT046,3944.24568580106
NCM55,OUT027,5150.043216833404
FDN23,OUT018,2344.4584191224144
FDY31,OUT010,368.4106174558261
FDW03,OUT010,221.65105274571704
FDD14,OUT046,3052.4665668110206
FDV23,OUT017,2018.6266660419515
DRI03,OUT045,2893.2195009819807
FDN13,OUT035,1596.6892003248392
FDF45,OUT027,1616.348740977781
FDU46,OUT035,1365.5426387301654
FDB57,OUT049,3752.3444817901245
FDV12,OUT049,1594.1498646744888
FDQ58,OUT013,2436.8585899594395
NCA18,OUT017,1934.230485862065
FDH52,OUT049,928.5298587993146
FDM24,OUT018,2319.5544847689594
NCP43,OUT027,4878.080253154651
NCO18,OUT019,419.4871290679794
FDM32,OUT017,1398.3300556329868
NCL07,OUT017,615.9983875593356
FDK03,OUT013,4123.462685149763
FDP59,OUT017,1646.4943717128479
FDQ24,OUT049,4098.705028954296
FDQ16,OUT018,1606.881319009331
FDU44,OUT013,2530.7399637163976
FDH28,OUT010,92.03393627764001
FDV28,OUT019,92.03393627764001
FDM22,OUT045,847.98959049592
FDR56,OUT046,3106.4367673058673
FDV39,OUT049,3093.861141194991
FDU37,OUT019,197.0771893777982
FDQ11,OUT010,580.9681634070439
FDX02,OUT045,3772.96325597367
NCS42,OUT018,1419.914792845009
FDY57,OUT027,2593.906730126878
FDB21,OUT049,3853.358781429534
FDE28,OUT017,3821.1783763335725
FDQ55,OUT017,1971.7184358473814
FDA48,OUT049,3717.0961723640226
FDZ19,OUT045,2859.6306146118086
NCC43,OUT045,3934.465765595411
NCV18,OUT046,1336.3635268943208
NCA42,OUT018,2437.3793069875683
FDY45,OUT046,4142.524332238773
NCC30,OUT045,2967.0985640389017
FDM57,OUT013,1355.333966556025
FDL09,OUT010,395.34791891972594
FDB09,OUT027,3268.4937241789758
FDT44,OUT035,1967.2447478723489
NCT06,OUT027,4302.697854349771
FDX26,OUT049,3163.8741171215925
FDK32,OUT013,2471.340444103217
DRA12,OUT046,2132.071314819056
FDO46,OUT010,490.1244751778857
FDE52,OUT013,1357.0864560051402
NCH42,OUT045,3830.941846724414
FDV08,OUT035,625.2389954812343
FDB47,OUT018,3356.647163106312
FDC28,OUT010,238.15821565972857
FDD22,OUT046,1948.6876941887458
FDS07,OUT027,3174.454823934505
DRI13,OUT045,3660.2770928569676
FDG32,OUT018,3398.3164207686555
FDU14,OUT017,4129.244452967829
FDD28,OUT019,171.46918337958502
NCP41,OUT017,1653.73561709991
FDS08,OUT049,2884.069692969083
FDX47,OUT045,2534.6060594624564
FDC53,OUT019,248.40421200189812
FDQ19,OUT035,3974.7801804678
FDL14,OUT045,2490.1185517344375
FDM33,OUT019,590.6898509157435
FDA51,OUT045,1930.0204771920294
FDZ27,OUT018,748.8342764565549
FDT04,OUT046,620.4930717827204
DRC13,OUT049,2057.5373325041733
FDR16,OUT027,5570.989428374869
FDQ03,OUT027,6240.042999273253
FDE38,OUT035,2719.3803971433103
DRH23,OUT027,1594.3801250452825
FDT11,OUT019,489.84693068115104
FDD09,OUT035,3025.418507313428
FDR40,OUT045,1327.561131651512
FDX07,OUT017,3074.1098155518043
FDR07,OUT035,1559.4329813786285
FDA51,OUT017,1943.401163947278
FDT59,OUT019,579.4208126113987
FDF20,OUT017,3101.72183311525
FDR13,OUT045,1938.6038707092057
FDY26,OUT049,3697.9801578446477
FDW04,OUT017,2029.1474827440493
FDK52,OUT017,3782.063117784358
FDN60,OUT049,2543.386900763553
FDM09,OUT019,417.53862541048403
FDP46,OUT049,1358.095896648014
FDB50,OUT019,197.46637845974493
NCQ29,OUT049,3974.4259770990993
FDP16,OUT027,6209.239473516751
FDX33,OUT018,2442.932178080513
FDP07,OUT010,511.4880141794922
FDN22,OUT046,3957.595394637683
FDF39,OUT049,4251.212299622372
FDS21,OUT017,932.8660672937644
NCM42,OUT013,1649.58616183864
FDK50,OUT019,411.1993761445283
DRF13,OUT027,3978.412168600035
FDH35,OUT018,2469.2816062904253
FDP60,OUT018,1553.3073119922742
DRJ49,OUT027,3318.144128787657
NCT42,OUT019,375.7827492688517
FDE38,OUT049,2694.1271518446224
FDI04,OUT049,3151.996764317169
NCH54,OUT045,2557.881757479654
FDT56,OUT049,866.0912748983731
DRD15,OUT018,3367.114521582448
FDV58,OUT013,3020.687380222435
FDP21,OUT049,3177.4462394109823
FDH05,OUT013,3777.5818501503613
FDR10,OUT027,4240.816424043243
NCP06,OUT045,2504.132836266279
FDF33,OUT049,1644.0546265869316
DRK37,OUT013,3106.1578877126617
DRH49,OUT045,1331.9309385335112
FDT58,OUT013,2651.392431872204
FDD41,OUT018,1606.072177847894
FDP40,OUT018,1677.3014108376638
FDM51,OUT027,2561.1931514446474
FDO45,OUT010,199.03445488457598
FDW33,OUT010,216.71171663282988
FDY24,OUT045,849.0618423716318
FDB10,OUT010,584.6744914075497
FDM40,OUT035,2104.938839092735
NCI06,OUT017,3077.234788688615
FDW12,OUT019,353.33674234186446
FDX48,OUT027,4055.493364264193
NCW05,OUT027,2665.002722184619
FDX27,OUT017,1521.6106624970791
DRM37,OUT045,3062.224296810214
FDA38,OUT045,3954.703500959478
FDR36,OUT046,621.8034793987114
FDZ45,OUT046,3119.3134745690804
FDG05,OUT017,2542.6044440890605
FDK28,OUT013,4176.750601335523
FDV47,OUT045,1354.3615895323283
FDN21,OUT045,2568.3889526513244
FDP20,OUT027,3313.11512487394
FDI35,OUT045,3077.144312734635
DRY23,OUT013,617.4782510069683
FDA56,OUT017,2059.1835804691723
FDB09,OUT013,2018.6266660419515
NCO26,OUT027,3192.3813262163712
FDQ49,OUT018,2394.138603753661
FDI52,OUT027,3262.180836661085
FDZ44,OUT027,3160.9912783770587
FDZ09,OUT018,2476.8253037913764
FDY03,OUT049,1946.7403053337005
NCG42,OUT017,2049.3253546522988
DRI13,OUT027,5524.060635809612
FDQ32,OUT013,2025.8111078803015
FDW16,OUT035,1392.3057179138893
FDU27,OUT046,763.9510923570824
FDR28,OUT010,391.6681693580307
FDQ49,OUT010,363.39894706492714
FDS37,OUT046,1969.2636181846867
FDW26,OUT018,3364.3758073599492
FDX12,OUT018,3535.1938605474315
NCP06,OUT013,2455.2580163866824
FDW45,OUT010,342.9235028620695
NCN30,OUT049,1506.696751237584
FDN24,OUT049,828.5932513647049
NCL41,OUT027,1137.145492358938
FDR02,OUT019,274.9301105782145
FDD09,OUT010,442.9615917747782
FDS33,OUT010,196.3401813096
FDU22,OUT045,1993.9483886353985
FDI53,OUT013,2527.0281592824945
DRH01,OUT049,2880.390959939984
FDX32,OUT013,2122.2827356868443
NCP30,OUT018,599.7090523981765
FDB60,OUT045,3067.623255255225
FDB14,OUT049,1449.5160539445944
NCP02,OUT035,862.9779528993789
FDJ10,OUT017,2062.7387317347293
FDG34,OUT046,1745.3591688839465
NCB18,OUT017,1359.4811525629348
FDM16,OUT049,1136.1168383058023
FDW25,OUT018,1354.866683469656
FDB35,OUT010,205.2118010701817
DRN11,OUT013,2149.106716144659
FDF41,OUT019,572.4884890945239
FDH16,OUT045,1363.7677432130629
NCQ50,OUT018,3238.9198599999177
DRH23,OUT018,855.4429992604973
DRJ37,OUT013,2423.118477583569
DRJ24,OUT027,5180.8565949939375
FDY16,OUT035,3086.8321639673504
FDQ27,OUT045,1649.3544756560245
FDZ33,OUT045,2479.598409543507
FDF29,OUT045,2058.312685575872
FDA08,OUT049,2571.5199831728746
FDG31,OUT046,1057.9069723855928
FDE34,OUT019,461.4578930444869
NCR30,OUT027,1791.1471754137601
FDV33,OUT035,4188.033140876054
DRZ24,OUT018,1890.3526166219208
NCL54,OUT035,2900.54541927847
FDR12,OUT049,2914.994405360587
NCC54,OUT046,3847.621005374647
DRN59,OUT013,755.5418712379774
FDX50,OUT019,274.22361540741036
FDV31,OUT027,4899.432729491295
NCA29,OUT027,4568.407359547205
FDW60,OUT049,2939.807906756863
FDX08,OUT017,3126.3921815759345
DRD49,OUT013,3812.059050103389
FDD33,OUT046,3759.510021522542
FDW35,OUT013,616.0498315230682
FDJ36,OUT017,1646.4943717128479
FDV51,OUT035,2683.864530916781
FDW36,OUT046,1646.4943717128479
FDH35,OUT046,2580.427291796185
NCS30,OUT027,3336.442739799005
FDN49,OUT017,617.6361476538183
FDL08,OUT018,3508.8535338414313
FDI09,OUT013,3875.4640624479753
FDP19,OUT018,1917.428225133932
FDU21,OUT010,92.03393627764001
NCP41,OUT045,1649.4467566526573
FDY10,OUT013,1841.8981186859053
FDP12,OUT018,591.5863607783746
NCN26,OUT049,1967.3162293296411
FDK44,OUT013,2846.3443073737803
FDC28,OUT049,1651.295871973994
FDJ41,OUT027,6288.752643490882
NCT29,OUT035,2020.5740548969968
NCH42,OUT019,565.3069352697212
FDU60,OUT018,2557.751347438803
FDS02,OUT045,3060.9848467487664
FDC51,OUT046,2079.86376387819
FDU03,OUT013,3058.4953535004142
FDX39,OUT045,3673.0791509815353
NCY05,OUT010,92.03393627764001
NCL06,OUT027,6232.932173075723
FDD32,OUT035,1284.3847324271885
NCN41,OUT045,2008.0429073192934
NCX53,OUT049,2147.2873987638577
FDU57,OUT019,364.1692823673085
FDQ23,OUT046,1649.3544756560245
FDQ52,OUT045,3988.2819694949117
FDC14,OUT045,620.4930717827204
FDY09,OUT035,2946.039333991788
FDQ28,OUT045,2515.0401011060394
FDV25,OUT046,3752.2929491451705
FDJ07,OUT035,1976.4876770959784
DRB25,OUT049,1644.0546265869316
FDK52,OUT019,596.1577234594583
FDY52,OUT027,1759.5339309986832
FDB28,OUT046,3109.746590877455
FDT36,OUT035,609.1065838521274
FDV25,OUT017,3800.2123859094845
NCN07,OUT027,3331.731232834171
FDC57,OUT017,3052.730541894944
FDQ03,OUT018,3473.198676641208
FDU23,OUT017,2742.1830777347564
NCX41,OUT035,3641.3492008012645
NCD06,OUT035,763.9510923570824
FDW08,OUT045,1649.4467566526573
NCU29,OUT017,2492.0346407856177
NCE06,OUT013,2480.570423613301
FDV52,OUT010,259.7470214874603
FDB02,OUT017,2933.629332831264
NCR18,OUT045,625.3570073491433
FDK16,OUT049,1508.7098905684286
NCQ29,OUT010,584.0143770329187
FDZ01,OUT019,249.3535871842226
FDW27,OUT035,2532.0933562555183
FDD17,OUT018,3445.40790285478
FDW39,OUT013,2898.5215681969
DRH59,OUT045,1095.8423040272485
FDS52,OUT013,1643.7736729556536
FDU40,OUT027,5359.214147330608
NCF54,OUT013,2849.764318334685
FDH46,OUT045,1646.4943717128479
NCP14,OUT049,1644.0546265869316
FDH50,OUT049,3164.567262648871
DRF15,OUT010,350.065076483269
FDV27,OUT027,2370.896634919288
NCJ06,OUT049,2048.6029619639808
FDN02,OUT018,3177.737495652301
FDQ51,OUT049,761.7183946940065
FDQ07,OUT017,3753.517789039788
FDS45,OUT049,1646.9147305301085
NCJ06,OUT045,2025.2758443649768
FDD36,OUT035,1972.692216921579
FDY25,OUT045,3092.29360371591
FDU52,OUT046,2457.46622994623
DRK47,OUT017,3850.0271626344997
NCL30,OUT017,2030.9412986108518
FDN22,OUT035,4000.1521973855165
NCF30,OUT027,3313.723912150645
FDK03,OUT035,4143.427690822525
FDT45,OUT017,849.0618423716318
NCC54,OUT027,6176.856415294825
FDP08,OUT018,2933.9662879114567
